prospect_id,hashed_email,hashed_phone,curp_hash,first_identified_ts,geo_state,age_band,income_band,segment_label,intent_band,lead_quality_score,is_existing_customer
PR023461,1bc78facc49f98f18a78ac36e22f87ec,34116edc0bea6bd1a5fdae1f,3b1a6df342648b3cb87f5409,2025-07-11 20:10:28,Jalisco,25-34,0-10k,Joven digital,Media,52.93,0
PR023462,25d4f5dfaf9a684bc4f11e16aa7f50b2,569d3cfcadc0023075048ab4,5fb54c913ecd4a784aeb857f,2025-07-13 05:04:13,Nuevo León,35-44,0-10k,Cliente existente digital,Media,59.68,1
PR023463,abf7a38a222d02446c976cd73fc227a7,f42a364f637f4dc8d1084272,8cc611b1550eee91019c36ac,2025-07-23 15:30:47,Estado de México,18-24,20k-35k,Joven digital,Alta,68.16,0
PR023464,c0275bf25a75b887a2858fd63b2d7bc4,af5b3c47fd26887163d14690,9608b1f2c9d2f3662f729f12,2025-06-08 03:47:52,Yucatán,45-54,0-10k,Prospecto informativo,Media,55.69,0
PR023465,da18c9b08f7d5f327cb7898fcb0706d3,63c30c8b240edfe6d37348ca,4c35cc3b2869550dbd9121fc,2025-09-29 13:14:32,Estado de México,25-34,20k-35k,Joven digital,Media,76.41,0
PR023466,823a0475009ab0788d768f766c0d899b,82f2596f8ffb5b4ce0683290,426292dd387e1e8b0ec1eb4a,2025-02-04 20:24:56,Guanajuato,35-44,10k-20k,Prospecto informativo,Alta,65.91,0
PR023467,8f35d2627de719b3fded1d9db220410a,ab7a418b46c7995c766b8966,0864afaac31c62d407396a42,2025-04-06 16:36:01,CDMX,18-24,10k-20k,Joven digital,Media,52.79,0
PR023468,439a23337ba85524e885546e4a60410c,1cfe121f039d19ab91e77e0c,31862b057499734ea117b9ad,2025-10-12 16:50:42,Estado de México,25-34,10k-20k,Baja intención masivo,Baja,46.85,0
PR023469,62cd65366ccef7c7b2308bcb44ee6cfd,07b2c7155069e804fbfc3d0f,ddb3e1fea936db6c5496d31b,2025-07-13 03:48:05,Otros,25-34,0-10k,Baja intención masivo,Baja,28.5,0
PR023470,94d206577d61c9fb8d1538869b3db8a6,f55c645aade3b6be8cb6a35b,4fa45c13c8c5a3420a3fffcd,2025-10-25 22:55:41,Chihuahua,25-34,10k-20k,Joven digital,Media,70.37,0
PR023471,17d22b000c891cf671070897f404cf3d,a6a6146a7de2e8ceaa9e0664,9519bba9198cebe57af0b026,2025-06-21 17:32:08,Baja California,25-34,10k-20k,Joven digital,Media,67.6,0
PR023472,67e5bbd301edb59527c064c0cd275718,a77e7c1f9ff5adca26e94e11,623c5eb369cb021128c92b9a,2025-03-26 21:20:30,Nuevo León,35-44,35k-50k,Asalariado consolidado,Media,87.59,0
PR023473,0860635b785c4cf1232db5fec34789de,437e38202877f71bfa4c78eb,6fb6e588951998d0a891d695,2025-12-17 11:30:01,Puebla,25-34,35k-50k,Prospecto informativo,Baja,50.68,0
PR023474,36322e87fcadc51b6fafa798eb7e8a84,329000b7970b2807966342bb,7a71724658d1ff219757420c,2025-08-29 07:54:35,San Luis Potosí,25-34,10k-20k,Baja intención masivo,Baja,32.88,0
PR023475,0674b4427cefa606873b56138b2f89c0,63598b37c32e10c0898ba0cd,8ac0f8ce28d650a7be82f405,2025-04-10 10:36:10,Otros,18-24,0-10k,Joven digital,Media,47.79,0
PR023476,4eaa4022edde289d4b65ec3efec0c122,47cffa9af1c8eb73bfcf6301,5259b5035e0f95ae9e0bb779,2025-03-14 19:55:49,Coahuila,45-54,10k-20k,Cliente existente digital,Alta,72.54,1
PR023477,a3817e458ea3019a451414c40e42aa11,f2e23383ad9f8b5ccf1e3ad5,b2143ae4441c7d48f46e3435,2025-02-06 12:48:10,Estado de México,18-24,10k-20k,Joven digital,Alta,63.22,0
PR023478,ac15d4ab43c9aa4464cd8bfd675d1d23,3cfa140b62b9aee18052c384,02fdb9e50b793a5fa91f4e5a,2025-07-20 17:30:30,CDMX,25-34,10k-20k,Cliente existente digital,Media,57.54,1
PR023479,6c18e8ce69d1434e5994fe57c7067831,5414b46e5701f150057bc96d,f8da8d19eb033723e777f71c,2025-10-27 15:46:08,CDMX,25-34,20k-35k,Joven digital,Alta,73.11,0
PR023480,3d883448572e24a525b3ece275e1ea4f,8a971243db481c1e4e9b984d,6e8cac0de3fd35758916cbe7,2025-03-22 03:35:23,CDMX,35-44,10k-20k,Baja intención masivo,Baja,35.96,0
PR023481,6b68b2df50b5b15f2af3010bcf950222,3032731d4044b980fed4af18,95994e0e42ada26ee63289d8,2025-10-12 03:21:04,Estado de México,25-34,10k-20k,Joven digital,Media,72.29,0
PR023482,f537b26db1a7f12e9a5a8e79f591a2b3,0271d2c5972f868b847e97bc,260e0e7b00eae9a19ab0e2e3,2025-02-08 17:11:23,CDMX,25-34,0-10k,Baja intención masivo,Baja,16.91,0
PR023483,019162e2bad853090dddc6c84f5ec686,6a844de1e08042ee6b5af957,9f262384db7b92a5a7bb21f5,2025-03-26 05:03:28,Estado de México,55+,35k-50k,Prospecto informativo,Baja,51.46,0
PR023484,edff35ddbba5aabf1d9caa53475182ad,2de8663ca8532e6b206811cb,8e25c6bf237d2ab8fc909cd9,2025-07-05 12:10:59,Querétaro,55+,20k-35k,Cliente existente digital,Baja,55.26,1
PR023485,88bcd4d3e26fc5d4df8eae5767db9d8c,b21cd747bfb5ad644a44251a,8680af4136050d3f337a6b58,2025-07-31 19:34:47,Querétaro,18-24,35k-50k,Prospecto informativo,Baja,43.08,0
PR023486,c5faea55a7d753ef779591be9d6ef0c1,b94f1255928ab2525cd72317,5912dae75b2118ec5b0382c1,2025-03-23 22:01:37,Guanajuato,35-44,10k-20k,Cliente existente digital,Media,81.05,1
PR023487,307a5375600f3455e28c14f19a515623,38850c3d9719a96b2c6e3263,a12d1f07e3cef820cb7e5f93,2025-10-04 13:48:36,Jalisco,45-54,35k-50k,Cliente existente digital,Media,84.8,1
PR023488,e84c3efb2170a10e72002cbcaf6b5a4c,4f13773b53d43e29d735f1e5,df4a13361639a47246c7bb6d,2025-10-09 23:15:53,Puebla,55+,35k-50k,Prospecto informativo,Media,53.12,0
PR023489,2a066fdacaf222cf03033945d44ceffd,6f73a7105c3b98e9905414e6,332348ee256c75c07114b830,2025-05-22 19:31:12,Otros,25-34,35k-50k,Prospecto informativo,Baja,49.38,0
PR023490,36375763df874ca0e3ed417f6bf325a4,629d31b4a1032d57dae026f6,0fc43954bb6fe29f050ef539,2025-05-05 12:43:47,Estado de México,45-54,0-10k,Cliente existente digital,Baja,46.28,1
PR023491,96fed0cb96fdbe697d18f6549f8d1fc4,49c19c5c2569dd4fea19f126,6b324fe28f3ed924cf77600d,2025-06-01 18:58:02,Otros,25-34,10k-20k,Cliente existente digital,Media,77.66,1
PR023492,74fa7fa64f8e216c01b24749756b0a76,faad02cb16999d6fdcc4a14c,1231f2101390dd80aa53dcc6,2025-06-24 02:33:17,Estado de México,35-44,50k+,Prospecto informativo,Media,78.16,0
PR023493,20287693a23c93b6ceed85d85cfef705,8ee431ebb3ad2a1c3f72a29b,336c5ea7f35076296de65c23,2025-08-09 23:15:48,Veracruz,35-44,20k-35k,Asalariado consolidado,Media,77.52,0
PR023494,653af67e11e48c1fb540b01911dd9e58,257713a51424fada6f950dd1,4c81cc72303407144a02fc5b,2025-11-06 04:53:55,Puebla,35-44,35k-50k,Asalariado consolidado,Media,76.29,0
PR023495,a22599d0f1a28b52898b12e8e51419f0,7859692c3137152d1d281300,153b9c093ae7757064338f79,2025-02-24 07:54:09,Yucatán,45-54,10k-20k,Cliente existente digital,Media,64.38,1
PR023496,3977bb5ade5a2bf3a15c7641dab09116,38c9da0d24ed0bfdcd87406a,7d702e054da056e605704b42,2025-04-29 00:52:38,Otros,18-24,10k-20k,Joven digital,Media,51.61,0
PR023497,fb7bbbf4c804d7399ff67cf504a4a035,3752194cb295872962f86699,9246fcd1f9d71f2e02346ec8,2025-11-27 04:54:38,Estado de México,25-34,10k-20k,Joven digital,Alta,72.86,0
PR023498,a2019a9d1a3f20bf914b7d606fadd45d,f85644ea2bdde2a7d8801cbd,07bf0f8c643d64c23cca2d4c,2025-07-31 13:17:56,Baja California,35-44,35k-50k,Asalariado consolidado,Media,79.12,0
PR023499,1661e06d2189fd7acd56a91542ad2894,0632dff882acc167c0d3ad63,f1dea844c6edaf894100e36e,2025-06-09 06:35:30,Otros,25-34,0-10k,Baja intención masivo,Baja,23.16,0
PR023500,59bb558a64f8c96aeca10c89d7d1dc7c,26e7b0aa3ea8617fd62cc2f5,716dd775519c5fed72df39ed,2025-12-14 06:22:40,Chihuahua,35-44,10k-20k,Baja intención masivo,Baja,42.1,0
PR023501,12dc9317a13973961e170cd4ebd9d8e0,64faf964d5b05489e082a619,8155e01b9a56ae9c600b9a8e,2025-05-09 10:44:53,CDMX,45-54,35k-50k,Asalariado consolidado,Media,79.94,0
PR023502,cac86bb4d65cb4114a3d26785cbe3c49,9964562e043b6fbd99ff8193,bf3b70abe64bc6554976fcaa,2025-06-19 14:13:33,CDMX,35-44,35k-50k,Cliente existente digital,Baja,80.46,1
PR023503,8fcbca412dc7cf43ad7b76788458d588,26542c8c0739e2924705f2c4,e3ba40f2af563c20b90ec7af,2025-09-26 00:09:19,Otros,45-54,35k-50k,Asalariado consolidado,Baja,49.82,0
PR023504,f7ef6e9af17f87f3d4e99675cc38fc3b,b32dd30311a94877f62653ff,6ef6e588de829f4e0c0aeda7,2025-06-05 11:52:45,Baja California,25-34,0-10k,Joven digital,Alta,72.87,0
PR023505,d0e5b70618dc0635a0ad19ad58a518d2,a0bb53031c2893cba01d519b,f245bfb2f3fd8c85a29d31ca,2025-07-22 11:01:16,Otros,18-24,20k-35k,Joven digital,Media,70.32,0
PR023506,d912037000a53afd966ef0ddd1f0c3b5,673ccae2a3e7d9384468767f,0b11b7d2c692995eaceb4219,2025-02-14 09:25:23,Nuevo León,45-54,10k-20k,Cliente existente digital,Media,64.92,1
PR023507,6056f1ce0257034af734956fceb2fcf5,8e2e62edfb890bb094236f3d,a131266148b67da8a51ae994,2025-06-22 18:06:45,Chihuahua,25-34,50k+,Cliente existente digital,Baja,70.31,1
PR023508,2c1a5fed1eef0b6631c0d7eb9b00a466,a2b084a4520579af44df2141,afeb78a5fb45ae9815cec99c,2025-07-04 12:05:10,Michoacán,35-44,20k-35k,Cliente existente digital,Baja,64.33,1
PR023509,aef587747a0d4b2522e7111347693e86,ebe273b4c674f579661ff6d2,734ee3f15114912ffb501161,2025-09-15 18:51:10,San Luis Potosí,18-24,35k-50k,Joven digital,Alta,74.98,0
PR023510,414689157a69c81faf0febf529d17e2f,7ecabd3977f7d39b35ee6d73,b298f37cb18e1a256ba91458,2025-03-12 04:52:34,Coahuila,35-44,10k-20k,Baja intención masivo,Baja,25.76,0
PR023511,bdf3bcb4b440c4e5bb8b21f0cb0c0c7e,b9dc0f6da7ed004dcf1a81a8,3967ed5fd93ef95208142212,2025-02-08 12:22:42,CDMX,18-24,35k-50k,Joven digital,Alta,73.46,0
PR023512,2b13383df736dca92bf7c0d0df859413,d686f1dbe088aeafffa339e0,51028df3b34746b26af1a2bc,2025-07-28 14:03:03,Yucatán,45-54,10k-20k,Baja intención masivo,Baja,25.37,0
PR023513,85466aac05dad94b32b9710df3963816,95fd97b834afd3948b480d44,e1a5bef7844af53654d72717,2025-07-28 19:11:23,Veracruz,18-24,20k-35k,Cliente existente digital,Media,77.58,1
PR023514,4d958b635aa9ad0ea4ab6fed5ed58337,2db118387a9b191ecd6de4c4,def0c015c2cd5e108e91a370,2025-03-22 15:31:13,Estado de México,18-24,35k-50k,Joven digital,Media,76.45,0
PR023515,34cb28d333354daa16adc4021d7f55b3,f4ab1c40980929dd3477759d,15bee31d7feda360275cf1bd,2025-07-26 02:01:43,Jalisco,25-34,10k-20k,Joven digital,Media,56.63,0
PR023516,cd115801f099a299af818583cf41c76f,50c805e2a6ebba8459ac44b5,05b5438876bdf94e131bd60b,2025-10-29 08:11:41,Otros,25-34,0-10k,Joven digital,Media,62.59,0
PR023517,402ddb3e64d52ce857679fcd6e5ea0b6,06908e845f391e1d0a0d1260,60de14d49df8e36e5b24c025,2025-09-07 17:09:43,CDMX,55+,0-10k,Baja intención masivo,Baja,20.96,0
PR023518,471f7748333cfec32afcff6f71bbeb46,24abb87bf78af674bf1d355b,8eeda7b43149a3610e74d5a7,2025-05-04 15:17:48,Estado de México,25-34,20k-35k,Prospecto informativo,Baja,49.5,0
PR023519,eb0d2c80f2bd5c91fb1fa954bcf21eec,606d74bcb8bb14db74f22c08,60e903ff47bba41b779c40c5,2025-12-11 01:12:00,Veracruz,25-34,20k-35k,Prospecto informativo,Baja,44.39,0
PR023520,ba8c0cf4cec1d512a69be0f832909e3d,49b46c8fb5d743597cc3903f,6f118a34c9789bec8183397b,2025-04-29 17:22:41,Otros,18-24,50k+,Prospecto informativo,Baja,40.94,0
PR023521,440cb7733e83ca85a7c7eb2454ad13fa,9217950fa4df8ed5c0d43a0d,88f65a30276ef040eac91ece,2025-05-28 09:44:34,Yucatán,25-34,35k-50k,Joven digital,Alta,93.38,0
PR023522,31decb56fa4b3e02ef25478676d27dd6,4198c8ccdbf72dc5278b3628,b511233fc1a4f83b753ffd50,2025-07-01 17:12:17,Nuevo León,18-24,20k-35k,Prospecto informativo,Baja,36.69,0
PR023523,bac57def1681911e4facea0672636b87,0bbefed9b17f565a8402aa80,00474a81562640f04485780c,2025-12-19 23:25:51,CDMX,35-44,20k-35k,Asalariado consolidado,Media,78.94,0
PR023524,0529228781d6ca49e7aa08666985b92d,405ea1170336ab1bf10176e1,f6114dc29266cbadecabdd8c,2025-08-26 09:20:50,Nuevo León,55+,10k-20k,Prospecto informativo,Media,57.28,0
PR023525,1aa878e94d7efbed67bdcabd8acd4f26,0a4879e0066e33aeaf5f6fc4,c54521150fb757abc428eae7,2025-06-24 12:13:45,Nuevo León,25-34,10k-20k,Baja intención masivo,Baja,30.1,0
PR023526,2aee1da9784dbf82a47dce608a36c9d4,4a28dbaa14277b3ab13133ad,f8cd0faf386256bde5e4c479,2025-02-11 19:36:44,Michoacán,45-54,35k-50k,Asalariado consolidado,Baja,62.41,0
PR023527,ae48643ddf80427cb3440a3c897036c5,c046f25eb04c0cd8188530ba,b0c74876f47022de7183425d,2025-10-18 05:29:24,Estado de México,55+,10k-20k,Prospecto informativo,Media,49.34,0
PR023528,cacf997aa0b875e275660d61f32f837a,00e486864236a39334fe2bdc,3a8618a650957950a110a252,2025-02-20 19:23:05,CDMX,55+,10k-20k,Prospecto informativo,Media,55.27,0
PR023529,8360aae1185b3103377e3dd4a009d063,2cc6ce08d2d26d96167a50ae,03844965ce9189f68d86f276,2025-03-20 08:33:44,Otros,35-44,35k-50k,Asalariado consolidado,Media,64.99,0
PR023530,c8088a561825614fb37833f3d9a42503,db8f6dba72b8e850ff6a312c,a3e0ca1866b95290709d32d2,2025-10-21 10:22:49,CDMX,45-54,35k-50k,Ahorro alto potencial,Alta,86.27,0
PR023531,1136e9ad17c674b338a5950be597b5e0,c4d82a435d2012fa3f7c968c,a40db2d36013e4433c5602e6,2025-07-09 06:26:35,CDMX,25-34,20k-35k,Prospecto informativo,Baja,47.56,0
PR023532,4d659bac23ee4bd426806e66d20d1b5f,02d673fe90882827237fc8fd,ab6951c755d71665e1f74bb1,2025-01-26 08:31:58,Puebla,35-44,20k-35k,Asalariado consolidado,Media,62.28,0
PR023533,f3c79370edb8a578b075666d5bb31487,36bb52afb826a2f33afb6648,168eb2e775df916f44b38b44,2025-09-15 04:02:23,CDMX,35-44,10k-20k,Baja intención masivo,Baja,25.08,0
PR023534,456aad705ea9c2d89f6960c07df1acce,fa741a86bc629ab0ff3744bc,8fed6979401407820689703c,2025-07-29 01:25:32,Jalisco,25-34,35k-50k,Joven digital,Alta,72.23,0
PR023535,b2d776a046f6daaaef39537eb61c35f5,4fc5b69c2ec1ed13dc3141af,f703c9d0fc66068e12a56a94,2025-05-06 08:40:47,Otros,25-34,35k-50k,Joven digital,Media,77.11,0
PR023536,fe9cbca0cb681501e71c8e24fd7eb7ff,ce412826d88f8498aa09a59f,fbc8402dde014915ac8b0569,2025-04-26 18:53:44,San Luis Potosí,25-34,20k-35k,Prospecto informativo,Baja,37.97,0
PR023537,eab9fc7771d7064927400a9abfe4c022,e0e0b6498d0db201029ca46a,234684af652cb9cd7b25ec3d,2025-03-12 02:11:50,Chihuahua,18-24,10k-20k,Baja intención masivo,Baja,16.49,0
PR023538,6e10d76d4186d42008bc4a0332dbb723,6fc5ba794babf248333b93ef,118a2980d167805d06ee4890,2025-08-15 05:25:04,Yucatán,25-34,0-10k,Joven digital,Media,53.49,0
PR023539,df6e4a5c01d7c01b6e6485761807ba83,a6b9f33def2cbdd8721efeb7,c0d5f8a9515802ea8ef8e867,2025-05-14 17:20:24,CDMX,45-54,20k-35k,Asalariado consolidado,Media,75.72,0
PR023540,a3d4d734eed9bfc905ed67ecf4c57b79,8f035f763c194f0ca4ee2787,9cc71a16c428349dfdb1fc31,2025-07-28 13:34:06,San Luis Potosí,35-44,20k-35k,Asalariado consolidado,Baja,37.17,0
PR023541,ff72c8b385ea4e3f75fa76eb80f8b3ae,6e2efbf36a8a662cc685ed8c,e3c87767ce9db50e226ecaa7,2025-05-25 23:01:02,Puebla,35-44,20k-35k,Asalariado consolidado,Alta,79.79,0
PR023542,df616cb4c69d8b4216a25232476be975,c5d53d137d0aea5b20f8848b,85ee22039c124e461be3b53f,2025-03-03 11:44:34,CDMX,35-44,0-10k,Baja intención masivo,Baja,34.59,0
PR023543,03982920fdadaef1bd0e0df58e55105a,8b716fdefee60f830d2f2545,e729cb26e72faaedab639707,2025-07-29 05:21:18,Nuevo León,18-24,20k-35k,Joven digital,Media,55.74,0
PR023544,56a074b9217b7a6241784fbddd5f4213,3e7742de6224779d1019f5c4,c6475d037f9f450331e6b483,2025-11-20 13:43:28,Puebla,18-24,35k-50k,Prospecto informativo,Baja,46.1,0
PR023545,77cfcaf87b005d7c1c9a320e16331680,d87aba270687324063b38106,04ef205f0d01d62a1aed388b,2025-04-22 13:17:48,CDMX,25-34,20k-35k,Prospecto informativo,Baja,50.68,0
PR023546,7861bd09202cb1f0a25fee70887c72cb,09d6b087d5db58f305a773a9,f7a96e9e6ba8bcecd4d5ef7c,2025-12-03 14:03:02,Nuevo León,45-54,10k-20k,Baja intención masivo,Baja,19.09,0
PR023547,8fe64b30755b1a815f4b37d041188177,dbd8219542dbe1a7fdd8e0a1,e1cf41fbf3156de294240f97,2025-08-01 07:08:52,Estado de México,45-54,50k+,Prospecto informativo,Baja,49.71,0
PR023548,a51f06f347b494470d7dd5c80c3d5b19,f1fce09599c25870d54dfd05,a665ed70a88981209b35d46d,2025-05-30 16:35:42,Estado de México,35-44,20k-35k,Asalariado consolidado,Alta,78.55,0
PR023549,6304669cbbd60c26bc54b24b4646e969,b83c36668c5a3987e256d6fd,b41278ddc69013920dd7290e,2025-06-17 16:45:18,CDMX,25-34,35k-50k,Joven digital,Media,74.14,0
PR023550,29969d1be9d9e8a01b1ba799dfef052b,0a1b6e6a5e83a8d3b07958d2,7b034ab8dd29ad13a09184ad,2025-04-03 14:41:21,Guanajuato,55+,10k-20k,Prospecto informativo,Alta,65.7,0
PR023551,2e943514a7f5478e59c236907938b60c,c60ea7774e4b529c4f0f7486,de7fc3a1231a80781ce9ba32,2025-05-31 02:12:13,Jalisco,18-24,10k-20k,Baja intención masivo,Baja,26.05,0
PR023552,5498e7fedcedd657bb36b4e99e073f1a,874fd3f699d9b06fe4c646c1,1be812f121204012f762c3d4,2025-02-01 03:55:01,Querétaro,18-24,50k+,Prospecto informativo,Baja,50.11,0
PR023553,d99911a0d2f06678a6de639a9c52989c,e289ede13376b540929ce02f,ddc17a0a551eff3c453194b8,2025-09-11 03:21:34,Jalisco,35-44,50k+,Cliente existente digital,Baja,64.01,1
PR023554,b22f1806ae697305200e1182a52674ed,6c13e68bcca32e99568642d5,b9d33db35314f7432f5cffa5,2025-05-14 07:58:57,Estado de México,35-44,0-10k,Prospecto informativo,Alta,60.97,0
PR023555,1126ae02f7d23e821265eefcdf32b938,e0e67948fc04f441b44b79db,d60f9302de3094b8522052e7,2025-04-20 12:43:35,Veracruz,55+,50k+,Prospecto informativo,Baja,52.86,0
PR023556,bc47a4cd5e1a55b29568b8497018b18e,a69b881ed196f1065c84ab18,69b8c2a0d70e6befd3e0057b,2025-04-09 09:46:06,Veracruz,45-54,20k-35k,Asalariado consolidado,Media,73.38,0
PR023557,904fecd0301078d8c1c3d4d6b3b3e869,47b0a80904f06b041109173c,130670e8a032772a1591576d,2025-07-15 03:34:31,CDMX,55+,10k-20k,Baja intención masivo,Baja,14.26,0
PR023558,bc5ab5b62081b774af689e1ae179f98e,fcc58328f6c72c569e777516,55e6948bcfcac1291351e56a,2025-08-23 07:28:46,Guanajuato,35-44,10k-20k,Prospecto informativo,Media,60.95,0
PR023559,b907a865f62cf840d520a53b947849e3,c8c43f73adfc2ef09d2bf89c,ba45272da15cadabe3a48fd2,2025-05-19 02:03:53,Michoacán,55+,20k-35k,Prospecto informativo,Media,48.44,0
PR023560,680f816bc29d8daaa2af54670704ca2a,4e5de46b270f9e872b960720,b7780b43275f7f1c55a55adc,2025-09-07 11:46:37,Jalisco,35-44,0-10k,Baja intención masivo,Baja,18.43,0
PR023561,fcbb5f5a7a86c6d1629d1c0cedd420ef,7bdd9cecb2b7250e0f78ea4d,e8d0b00720ac95aa17da26f1,2025-05-21 06:04:09,Guanajuato,35-44,20k-35k,Asalariado consolidado,Alta,90.18,0
PR023562,ea7cfcc1084280786ae92c8e15aaa3f3,2b609edaf351392cdd2f979d,eb84076712cd69bbe0b50eb1,2025-05-18 13:32:59,Estado de México,35-44,35k-50k,Asalariado consolidado,Baja,66.51,0
PR023563,502c8a7f53fc4a614721f727b8b12801,57c9b93ef57215acfa2b6c51,8ef0e05ddb228b83a24ed86d,2025-11-02 20:48:33,San Luis Potosí,45-54,20k-35k,Asalariado consolidado,Baja,49.02,0
PR023564,1b7c1c7657deb56cb5b0aa9bbea9682a,98ba7b106568855089921451,d2fc261b349a276632e14096,2025-03-08 11:27:02,Estado de México,18-24,35k-50k,Joven digital,Media,66.76,0
PR023565,9a039fc3ccd2e17e6585bcac29eb3307,ccb3fab41d0531f26f8f230f,011783598753a3c97f2325fc,2025-06-02 08:38:21,Otros,35-44,20k-35k,Asalariado consolidado,Alta,86.13,0
PR023566,f51e9c0ece013841fbfa86592e6dcf85,a859da9c92c1405b01da0ecd,a93c013ebd0111c3a295c5ca,2025-04-04 01:58:50,Veracruz,25-34,20k-35k,Prospecto informativo,Baja,40.87,0
PR023567,4a873d16a82c3f80ccae6a1017612e57,a3a511959062de674ce942eb,9c230d31d37e38ee842c6746,2025-07-12 08:46:53,Guanajuato,35-44,10k-20k,Prospecto informativo,Media,43.08,0
PR023568,a52d06f50657a334e8ca030395a96963,a1f97a6c3344e6f53e709971,74d5ab426925fb95c5475a63,2025-07-05 00:13:20,Nuevo León,35-44,20k-35k,Asalariado consolidado,Baja,58.96,0
PR023569,b00fcd6d1b559e03e76a11894bbc21d9,0269c4abffa751f09d42f595,8d6c4222f95a0258d5587c2a,2025-02-12 19:52:32,Querétaro,25-34,50k+,Prospecto informativo,Baja,63.27,0
PR023570,a088b3fb9399048d173b8f101e8484ac,eaa8069f592755210181df5e,0161773732dea303cfa1ca2b,2025-05-10 17:07:06,CDMX,35-44,0-10k,Baja intención masivo,Baja,22.39,0
PR023571,b148831404b829d4f96afa5d9f793e30,3af66818f5fb0c744b4eab9a,e6aed4c10db2fb4ef106686b,2025-06-22 07:07:12,Estado de México,35-44,0-10k,Prospecto informativo,Alta,62.57,0
PR023572,1ffda1010251b003bbeb279ee39920ea,7ac05598d909c2b4913f8e4b,2f3593f5f02dcfcf02376658,2025-09-10 06:00:17,Nuevo León,25-34,20k-35k,Joven digital,Alta,86.29,0
PR023573,b798c79fe76a8a87ba73adacb9142a84,a4dc6da9b78fbb1375926d26,6d84f5df5b10da2cfc16ef82,2025-08-14 22:42:25,Yucatán,35-44,50k+,Prospecto informativo,Media,80.78,0
PR023574,092983919cfab0d6b5d8428c32f5ef9d,f42b79e692d544df2cef1e8f,4a4225e41f8340ee810a0771,2025-06-19 01:40:10,Chihuahua,18-24,20k-35k,Joven digital,Alta,74.69,0
PR023575,6f90c60f8d524c0f4a49626869171356,a349dc93379146e760a9ae5b,b3a801a837e16a2876f65f5f,2025-08-13 12:00:50,Otros,45-54,10k-20k,Prospecto informativo,Media,52.51,0
PR023576,2e070f4e46fcf6e7578d86bfb87a7947,678132cc0f7758fabff04620,b339ae4ce3265ee19e461f48,2025-06-21 23:51:47,Jalisco,45-54,50k+,Prospecto informativo,Baja,52.88,0
PR023577,fdbc318244bdc50440c10c913787aa0e,a01e9ba60182852788ce996c,1a585f74da63384f0b0a06c6,2025-09-29 19:35:49,Otros,18-24,10k-20k,Baja intención masivo,Baja,21.52,0
PR023578,8e3ac3f067b09f2c2143e23b1dae88a4,2e37f85fc8aa1e1482492abe,931598acc987bc15a4b3c25e,2025-05-26 19:13:12,San Luis Potosí,25-34,10k-20k,Joven digital,Media,60.37,0
PR023579,6623c240f90b35539fb48c81aa263d46,24ca65cd683cdd5bc537ef18,1cceb727e86ca3ae71d83c81,2025-09-18 00:24:35,Otros,18-24,10k-20k,Joven digital,Media,60.01,0
PR023580,f7feaafcc358a7b998c41f7002298ae7,eaa5aa597b77cec591418535,4fa14c73294d38aea9477250,2025-10-23 11:24:24,Baja California,45-54,20k-35k,Asalariado consolidado,Media,72.76,0
PR023581,202b416942c3540a4aec94cddf95780c,b123ca961dd58492df9076a5,bff31945dd51825111e6690c,2025-03-31 03:03:40,Nuevo León,18-24,0-10k,Joven digital,Media,52.92,0
PR023582,1fbe8d6abf90929fca37454289e96cab,d7370928b86247db0c45d498,e3fa0a0ac695476a6036a158,2025-11-12 01:00:01,Otros,35-44,10k-20k,Prospecto informativo,Media,57.01,0
PR023583,3978f73bb4be3ce3587ad7e28e9e9b58,6e28fd09faffe5ece35ae98c,665f5ac11a785d61360f4958,2025-12-09 11:46:19,Querétaro,25-34,20k-35k,Joven digital,Media,79.15,0
PR023584,39515a520a49ed3ae22d5225abc2adcf,49276ec59ffda0f1e13556f4,1824ebd5b162c61bec4c1e0f,2025-04-07 01:18:25,Baja California,45-54,0-10k,Baja intención masivo,Baja,18.37,0
PR023585,cc2b77076122422877d5fda9cac21d5a,fb0d13def4366503afb73843,52e84744495b2e64b9c8ae11,2025-11-18 00:45:07,Jalisco,35-44,10k-20k,Baja intención masivo,Baja,20.61,0
PR023586,562a042973ef9427fa766a171ea6955c,8055517bc561b15b42b02a1d,606dcee668ec98fbce8b65bb,2025-11-03 16:21:36,CDMX,35-44,10k-20k,Baja intención masivo,Baja,28.5,0
PR023587,67998dc20953a529b1269387022a300d,68a067eba13de13c68b0cc93,90e3720138162b18f02e8c94,2025-07-11 17:38:57,Nuevo León,35-44,0-10k,Cliente existente digital,Baja,54.62,1
PR023588,262a0322c13272e21c166972f5b74ec4,663e2a5a350871dfced58c8c,539178ef3e3ec4bd1374f80d,2025-03-14 20:10:20,Puebla,45-54,50k+,Cliente existente digital,Baja,65.57,1
PR023589,b12b22e294b4c9d671cef96c435df9f7,dd52073a122ab85f6588892b,a29c92c30b2ff2bb7abd409d,2025-12-01 02:08:23,Estado de México,25-34,10k-20k,Baja intención masivo,Baja,23.65,0
PR023590,9e16e8df3a3e8d2b6409a23ca6cc9e1f,877d173fba4395482b3f29c5,68848c6074c4721ff4e6e661,2025-02-28 13:15:02,Otros,25-34,20k-35k,Prospecto informativo,Baja,56.1,0
